,window_start,ticker,symbol,contract_month,contract_year,transactions,open,high,low,close,session_end_date,settlement_price,dollar_volume,volume,timeframe
119,2026-01-14 15:15:00,MNQH6,MNQ,H,2026.0,18036,25674.0,25695.0,25656.25,25665.0,2026-01-14,,939539241,36596,5min
120,2026-01-14 15:20:00,MNQH6,MNQ,H,2026.0,19766,25665.0,25689.5,25641.0,25662.25,2026-01-14,,930931832,36274,5min
121,2026-01-14 15:25:00,MNQH6,MNQ,H,2026.0,14563,25662.75,25669.75,25609.25,25613.0,2026-01-14,,667663961,26038,5min
122,2026-01-14 15:40:00,MNQH6,MNQ,H,2026.0,18373,25619.0,25634.25,25548.75,25558.25,2026-01-14,,884331964,34554,5min
123,2026-01-14 21:00:00,MNQH6,MNQ,H,2026.0,6000,25636.5,25658.5,25631.5,25649.0,2026-01-14,,311175966,12133,5min
124,2026-01-14 21:05:00,MNQH6,MNQ,H,2026.0,2859,25649.0,25653.5,25623.0,25624.0,2026-01-14,,137019953,5344,5min
125,2026-01-15 14:45:00,MNQH6,MNQ,H,2026.0,22885,25927.0,25954.25,25890.25,25902.75,2026-01-15,,1072856344,41397,5min
126,2026-01-15 17:05:00,MNQH6,MNQ,H,2026.0,3562,25931.0,25939.75,25924.25,25935.5,2026-01-15,,182666942,7044,5min
127,2026-01-15 17:10:00,MNQH6,MNQ,H,2026.0,4640,25935.75,25936.0,25905.5,25908.0,2026-01-15,,252934469,9758,5min
128,2026-01-15 17:15:00,MNQH6,MNQ,H,2026.0,6519,25907.75,25911.75,25889.75,25907.0,2026-01-15,,336490167,12991,5min
129,2026-01-15 18:35:00,MNQH6,MNQ,H,2026.0,4438,25905.75,25911.0,25881.0,25893.25,2026-01-15,,229451656,8860,5min
130,2026-01-15 18:45:00,MNQH6,MNQ,H,2026.0,2157,25895.75,25900.25,25887.75,25889.5,2026-01-15,,118281755,4568,5min
131,2026-01-15 18:50:00,MNQH6,MNQ,H,2026.0,3743,25889.75,25894.0,25877.75,25889.5,2026-01-15,,199684918,7714,5min
132,2026-01-15 18:55:00,MNQH6,MNQ,H,2026.0,1993,25889.75,25894.0,25885.25,25885.5,2026-01-15,,98844946,3818,5min
133,2026-01-15 19:00:00,MNQH6,MNQ,H,2026.0,8187,25885.0,25885.0,25833.5,25842.75,2026-01-15,,427712772,16541,5min
134,2026-01-15 19:10:00,MNQH6,MNQ,H,2026.0,6674,25852.75,25861.0,25833.25,25840.0,2026-01-15,,331264722,12817,5min
135,2026-01-15 19:15:00,MNQH6,MNQ,H,2026.0,5337,25840.0,25848.75,25826.75,25838.0,2026-01-15,,273029922,10567,5min
136,2026-01-15 19:20:00,MNQH6,MNQ,H,2026.0,5567,25837.75,25842.25,25818.0,25826.0,2026-01-15,,290760432,11257,5min
137,2026-01-15 19:25:00,MNQH6,MNQ,H,2026.0,9254,25826.0,25826.5,25791.25,25799.75,2026-01-15,,484601421,18780,5min
138,2026-01-15 19:40:00,MNQH6,MNQ,H,2026.0,7307,25790.0,25804.75,25781.25,25788.75,2026-01-15,,357026284,13843,5min
139,2026-01-15 19:50:00,MNQH6,MNQ,H,2026.0,5808,25786.75,25799.0,25770.75,25773.25,2026-01-15,,290009140,11247,5min
140,2026-01-16 14:30:00,MNQH6,MNQ,H,2026.0,25614,25868.25,25891.25,25834.25,25864.75,2026-01-16,,1202589124,46496,5min
141,2026-01-16 14:35:00,MNQH6,MNQ,H,2026.0,15429,25865.25,25880.5,25846.25,25858.75,2026-01-16,,749139159,28964,5min
142,2026-01-16 14:40:00,MNQH6,MNQ,H,2026.0,15620,25859.0,25865.75,25817.5,25820.25,2026-01-16,,754708634,29206,5min
143,2026-01-16 14:45:00,MNQH6,MNQ,H,2026.0,17584,25820.5,25853.0,25807.0,25821.0,2026-01-16,,854282350,33077,5min
144,2026-01-16 14:50:00,MNQH6,MNQ,H,2026.0,17534,25821.0,25830.75,25775.0,25785.5,2026-01-16,,837038144,32438,5min
145,2026-01-16 14:55:00,MNQH6,MNQ,H,2026.0,22355,25785.5,25787.25,25726.25,25728.75,2026-01-16,,1113192978,43220,5min
146,2026-01-16 15:05:00,MNQH6,MNQ,H,2026.0,14125,25730.75,25765.5,25730.5,25755.25,2026-01-16,,650366734,25255,5min
147,2026-01-16 15:10:00,MNQH6,MNQ,H,2026.0,14920,25755.0,25758.75,25709.25,25721.0,2026-01-16,,715954836,27819,5min
